Cycle,Cycle_squared,Cycle_sqrt,Current_A,Voltage_V,Temperature_C,Voltage_Current,Temp_Current
375,140625,19.364916731037084,1.057,3.661,37.03,3.869677,39.14071
379,143641,19.467922333931785,1.108,3.704,26.6,4.104032,29.472800000000003
387,149769,19.672315572906,0.71,3.626,25.86,2.5744599999999997,18.360599999999998
391,152881,19.77371993328519,1.249,3.725,26.09,4.652525000000001,32.58641
392,153664,19.79898987322333,0.859,3.624,26.87,3.113016,23.08133
396,156816,19.8997487421324,1.17,3.685,32.28,4.31145,37.7676
419,175561,20.46948949045872,0.892,3.803,29.52,3.392276,26.33184
419,175561,20.46948949045872,1.169,3.814,23.37,4.458566,27.31953
428,183184,20.688160865577203,0.894,3.72,27.52,3.32568,24.60288
435,189225,20.85665361461421,0.923,3.685,26.6,3.4012550000000004,24.551800000000004
444,197136,21.071307505705477,1.06,3.596,31.0,3.8117600000000005,32.86
447,199809,21.142374511865974,0.902,3.497,25.99,3.154294,23.44298
459,210681,21.42428528562855,1.077,3.759,30.02,4.048443,32.33154
459,210681,21.42428528562855,0.775,3.825,28.12,2.9643750000000004,21.793000000000003
475,225625,21.79449471770337,0.626,3.79,29.46,2.37254,18.44196
477,227529,21.840329667841555,0.953,3.706,31.86,3.531818,30.362579999999998
481,231361,21.93171219946131,1.02,3.773,35.62,3.84846,36.3324
496,246016,22.271057451320086,1.073,3.665,30.4,3.9325449999999997,32.6192
506,256036,22.494443758403985,0.801,3.699,28.0,2.962899,22.428
511,261121,22.60530911091463,1.203,3.673,28.52,4.4186190000000005,34.309560000000005
512,262144,22.627416997969522,0.581,3.833,30.35,2.226973,17.63335
519,269361,22.781571499789035,1.08,3.665,29.4,3.9582,31.752
520,270400,22.80350850198276,0.69,3.64,27.77,2.5116,19.161299999999997
524,274576,22.891046284519195,1.008,3.763,35.97,3.793104,36.25776
535,286225,23.130067012440755,1.002,3.666,27.94,3.673332,27.99588
536,287296,23.15167380558045,0.939,3.722,24.83,3.4949579999999996,23.315369999999998
538,289444,23.194827009486403,1.252,3.627,30.56,4.541004,38.26112
540,291600,23.2379000772445,1.162,3.627,27.3,4.214574,31.7226
549,301401,23.430749027719962,0.676,3.627,24.1,2.451852,16.291600000000003
551,303601,23.473389188611005,1.064,3.752,32.26,3.992128,34.32464
552,304704,23.49468024894146,0.95,3.687,29.96,3.5026499999999996,28.462
555,308025,23.558437978779494,1.266,3.817,27.89,4.8323220000000005,35.30874
556,309136,23.57965224510319,1.357,3.817,37.38,5.1796690000000005,50.72466
558,311364,23.62202362203543,1.057,3.823,28.61,4.0409109999999995,30.240769999999998
561,314721,23.68543856465402,1.177,3.751,34.42,4.414927,40.51234
563,316969,23.727621035409346,0.87,3.69,28.96,3.2103,25.1952
573,328329,23.93741840717165,1.157,3.645,26.72,4.217265,30.91504
578,334084,24.041630560342615,0.929,3.847,34.32,3.5738630000000002,31.883280000000003
602,362404,24.535688292770594,1.08,3.634,32.01,3.92472,34.5708
619,383161,24.879710609249457,1.357,3.618,34.41,4.909625999999999,46.69436999999999
621,385641,24.919871588754223,0.912,3.676,33.51,3.3525120000000004,30.56112
624,389376,24.979991993593593,0.691,3.739,33.74,2.583649,23.314339999999998
626,391876,25.019992006393608,1.373,3.607,36.01,4.952411000000001,49.44173
630,396900,25.099800796022265,0.602,3.675,33.14,2.21235,19.95028
634,401956,25.179356624028344,1.24,3.717,25.81,4.6090800000000005,32.0044
638,407044,25.25866188063018,1.056,3.789,29.55,4.001184,31.204800000000002
651,423801,25.514701644346147,1.263,3.694,29.24,4.665521999999999,36.930119999999995
654,427716,25.573423705088842,0.981,3.726,25.32,3.6552059999999997,24.838919999999998
657,431649,25.632011235952593,0.987,3.762,33.42,3.713094,32.98554
662,438244,25.729360660537214,0.817,3.711,29.18,3.0318869999999998,23.840059999999998
662,438244,25.729360660537214,1.269,3.749,27.33,4.757480999999999,34.68176999999999
663,439569,25.748786379167466,1.153,3.579,36.59,4.126587000000001,42.18827
664,440896,25.768197453450252,1.395,3.87,31.18,5.39865,43.4961
667,444889,25.826343140289914,1.195,3.815,31.79,4.558925,37.98905
669,447561,25.865034312755125,0.968,3.631,32.38,3.5148079999999995,31.34384
681,463761,26.095976701399778,1.072,3.458,27.88,3.7069760000000005,29.88736
689,474721,26.248809496813376,1.268,3.793,35.99,4.809524000000001,45.63532
697,485809,26.40075756488817,1.007,3.661,28.04,3.6866269999999997,28.236279999999997
707,499849,26.589471600616662,1.129,3.685,31.54,4.160365,35.60866
710,504100,26.645825188948457,1.248,3.779,28.12,4.7161919999999995,35.09376
712,506944,26.68332812825267,0.752,3.712,32.67,2.791424,24.56784
712,506944,26.68332812825267,1.226,3.664,32.38,4.492064,39.697880000000005
716,512656,26.758176320519304,0.915,3.769,28.23,3.4486350000000003,25.830450000000003
716,512656,26.758176320519304,1.111,3.64,30.96,4.04404,34.39656
718,515524,26.795522013948524,0.926,3.646,25.58,3.376196,23.687079999999998
722,521284,26.870057685088806,0.736,3.655,32.08,2.69008,23.610879999999998
726,527076,26.94438717061496,0.88,3.678,33.29,3.23664,29.295199999999998
734,538756,27.09243436828813,1.131,3.644,29.85,4.121364,33.76035
736,541696,27.129319932501073,1.163,3.779,32.5,4.394977,37.7975
747,558009,27.331300737432898,0.99,3.692,26.82,3.6550800000000003,26.5518
750,562500,27.386127875258307,1.017,3.623,33.82,3.6845909999999997,34.39494
757,573049,27.51363298439521,0.839,3.659,31.71,3.0699009999999998,26.604689999999998
769,591361,27.730849247724095,0.95,3.706,29.15,3.5206999999999997,27.6925
770,592900,27.748873851023216,0.65,3.794,32.16,2.4661,20.904
786,617796,28.035691537752374,1.277,3.809,28.76,4.8640929999999996,36.72652
804,646416,28.35489375751565,1.225,3.605,37.97,4.416125,46.51325
810,656100,28.460498941515414,1.316,3.738,31.94,4.919208,42.03304000000001
813,660969,28.513154858766505,1.134,3.697,27.45,4.192398,31.128299999999996
814,662596,28.53068523537421,1.253,3.652,30.57,4.575956,38.30421
814,662596,28.53068523537421,0.919,3.676,32.03,3.3782440000000005,29.435570000000002
817,667489,28.583211855912904,0.93,3.734,33.52,3.47262,31.173600000000004
825,680625,28.722813232690143,1.102,3.699,33.73,4.076298,37.17046
827,683929,28.75760768909681,1.136,3.615,34.96,4.10664,39.71456
829,687241,28.792360097775937,1.0,3.776,35.47,3.776,35.47
834,695556,28.879058156387302,1.064,3.613,37.15,3.8442320000000003,39.5276
843,710649,29.03446228191595,0.622,3.673,36.56,2.284606,22.74032
846,715716,29.086079144497972,0.89,3.683,35.97,3.27787,32.0133
847,717409,29.103264421710495,0.82,3.67,32.59,3.0094,26.7238
849,720801,29.13760456866693,0.739,3.657,32.29,2.702523,23.86231
860,739600,29.32575659723036,0.827,3.688,33.56,3.049976,27.75412
861,741321,29.34280150224242,0.8,3.757,32.11,3.0056000000000003,25.688000000000002
862,743044,29.359836511806396,1.101,3.668,37.52,4.038468,41.30952
873,762129,29.546573405388315,0.856,3.573,32.45,3.058488,27.7772
890,792100,29.832867780352597,0.961,3.668,37.38,3.524948,35.922180000000004
891,793881,29.8496231131986,0.771,3.713,34.72,2.8627230000000004,26.76912
896,802816,29.93325909419153,1.095,3.611,33.38,3.9540450000000003,36.551100000000005
905,819025,30.083217912982647,1.4,3.744,35.4,5.2416,49.559999999999995
911,829921,30.18277654557314,1.285,3.765,33.92,4.838025,43.5872
914,835396,30.23243291566195,1.176,3.849,37.61,4.526424,44.22936
918,842724,30.298514815086232,1.364,3.636,34.3,4.959504000000001,46.785199999999996
919,844561,30.315012782448235,1.015,3.72,33.32,3.7758,33.819799999999994
927,859329,30.44667469527666,0.945,3.72,32.34,3.5154,30.561300000000003
927,859329,30.44667469527666,0.973,3.761,34.72,3.659453,33.78256
936,876096,30.59411708155671,1.049,3.668,32.51,3.8477319999999997,34.10299
936,876096,30.59411708155671,1.057,3.667,34.43,3.8760189999999994,36.392509999999994
938,879844,30.62678566222711,1.317,3.697,31.15,4.868949,41.02455
940,883600,30.659419433511783,1.131,3.559,37.49,4.025229,42.40119
943,889249,30.708305065568176,1.042,3.76,31.09,3.91792,32.39578
947,896809,30.773365106858236,0.935,3.624,34.48,3.38844,32.2388
954,910116,30.886890422961002,0.996,3.705,32.64,3.6901800000000002,32.50944
958,917764,30.95157508108432,0.981,3.651,38.38,3.581631,37.650780000000005
959,919681,30.967725134404045,0.813,3.812,34.36,3.099156,27.934679999999997
959,919681,30.967725134404045,1.092,3.616,36.57,3.9486720000000006,39.93444
967,935089,31.096623610932426,1.021,3.763,31.67,3.8420229999999997,32.33507
973,946729,31.192947920964443,0.835,3.737,30.15,3.120395,25.17525
993,986049,31.51190251317746,0.903,3.766,34.79,3.400698,31.41537
2,4,1.4142135623730951,0.777,3.74,23.26,2.9059800000000005,18.073020000000003
21,441,4.58257569495584,0.954,3.805,24.66,3.62997,23.52564
28,784,5.291502622129181,1.06,3.646,24.73,3.86476,26.213800000000003
32,1024,5.656854249492381,0.98,3.683,24.36,3.6093399999999995,23.872799999999998
47,2209,6.855654600401044,0.47,3.769,29.38,1.77143,13.808599999999998
54,2916,7.3484692283495345,1.067,3.798,25.28,4.052466,26.97376
55,3025,7.416198487095663,1.211,3.627,27.82,4.392297,33.690020000000004
64,4096,8.0,0.975,3.664,24.71,3.5724,24.09225
69,4761,8.306623862918075,1.173,3.792,28.2,4.448016,33.0786
72,5184,8.48528137423857,1.061,3.729,26.03,3.956469,27.61783
78,6084,8.831760866327848,1.081,3.622,18.97,3.9153819999999997,20.506569999999996
83,6889,9.1104335791443,1.078,3.658,20.04,3.943324,21.60312
91,8281,9.539392014169456,0.842,3.687,26.85,3.1044539999999996,22.6077
101,10201,10.04987562112089,1.162,3.687,24.14,4.284293999999999,28.05068
102,10404,10.099504938362077,1.529,3.709,28.2,5.671061,43.117799999999995
108,11664,10.392304845413264,0.931,3.661,21.43,3.4083910000000004,19.951330000000002
108,11664,10.392304845413264,1.03,3.59,28.25,3.6976999999999998,29.0975
119,14161,10.908712114635714,1.338,3.623,24.02,4.847574000000001,32.13876
128,16384,11.313708498984761,0.964,3.584,24.77,3.454976,23.87828
129,16641,11.357816691600547,0.898,3.833,28.25,3.442034,25.3685
134,17956,11.575836902790225,0.842,3.705,21.24,3.1196099999999998,17.884079999999997
138,19044,11.74734012447073,0.933,3.625,22.28,3.3821250000000003,20.78724
141,19881,11.874342087037917,0.767,3.679,24.66,2.821793,18.91422
148,21904,12.165525060596439,1.028,3.639,30.58,3.7408919999999997,31.436239999999998
157,24649,12.529964086141668,0.864,3.868,25.8,3.341952,22.2912
168,28224,12.96148139681572,0.476,3.714,29.25,1.7678639999999999,13.923
181,32761,13.45362404707371,0.989,3.742,27.37,3.700838,27.06893
181,32761,13.45362404707371,1.068,3.635,25.56,3.88218,27.29808
182,33124,13.490737563232042,1.643,3.727,27.53,6.123461,45.231790000000004
189,35721,13.74772708486752,1.002,3.763,24.1,3.770526,24.148200000000003
190,36100,13.784048752090222,1.217,3.746,23.75,4.5588820000000005,28.903750000000002
196,38416,14.0,1.229,3.541,23.11,4.351889,28.40219
197,38809,14.035668847618199,1.264,3.657,27.02,4.622448,34.15328
200,40000,14.142135623730951,1.104,3.747,26.78,4.136688,29.565120000000004
208,43264,14.422205101855956,1.349,3.74,29.34,5.04526,39.57966
218,47524,14.7648230602334,1.237,3.829,29.08,4.736473000000001,35.97196
219,47961,14.798648586948742,0.947,3.67,29.29,3.4754899999999997,27.73763
226,51076,15.033296378372908,1.329,3.686,27.84,4.898694,36.999359999999996
231,53361,15.198684153570664,1.042,3.631,25.14,3.783502,26.195880000000002
232,53824,15.231546211727817,0.798,3.726,25.72,2.973348,20.52456
233,54289,15.264337522473747,0.672,3.62,23.63,2.43264,15.87936
233,54289,15.264337522473747,1.042,3.909,27.02,4.0731779999999995,28.15484
233,54289,15.264337522473747,1.122,3.733,23.38,4.188426000000001,26.23236
243,59049,15.588457268119896,1.012,3.773,28.7,3.818276,29.0444
248,61504,15.748015748023622,1.082,3.768,24.75,4.076976,26.779500000000002
248,61504,15.748015748023622,1.192,3.689,27.83,4.397288,33.173359999999995
263,69169,16.217274740226856,0.779,3.607,26.7,2.8098530000000004,20.7993
270,72900,16.431676725154983,1.079,3.748,27.2,4.044092,29.348799999999997
273,74529,16.522711641858304,1.113,3.721,28.72,4.141473,31.965359999999997
276,76176,16.61324772583615,0.849,3.79,32.99,3.21771,28.00851
308,94864,17.549928774784245,0.895,3.77,26.43,3.37415,23.65485
310,96100,17.60681686165901,1.052,3.682,29.5,3.8734640000000002,31.034000000000002
312,97344,17.663521732655695,0.73,3.674,28.02,2.68202,20.4546
316,99856,17.776388834631177,1.293,3.684,24.25,4.763412,31.355249999999998
326,106276,18.05547008526779,0.988,3.589,31.94,3.545932,31.556720000000002
329,108241,18.138357147217054,1.166,3.603,27.11,4.201098,31.610259999999997
329,108241,18.138357147217054,1.351,3.617,28.02,4.886567,37.855019999999996
335,112225,18.303005217723125,1.129,3.735,27.56,4.2168149999999995,31.11524
347,120409,18.627936010197157,0.979,3.78,33.58,3.70062,32.87482
354,125316,18.81488772222678,0.807,3.756,28.12,3.031092,22.692840000000004
372,138384,19.28730152198591,1.162,3.536,23.99,4.108832,27.876379999999997
379,143641,19.467922333931785,1.114,3.611,34.68,4.022654,38.633520000000004
403,162409,20.074859899884732,0.865,3.832,27.27,3.3146799999999996,23.588549999999998
409,167281,20.223748416156685,1.06,3.671,30.51,3.89126,32.3406
446,198916,21.118712081942874,0.755,3.722,24.08,2.81011,18.1804
446,198916,21.118712081942874,1.222,3.664,32.16,4.4774080000000005,39.299519999999994
456,207936,21.354156504062622,1.218,3.688,30.49,4.491984,37.13682
463,214369,21.517434791350013,0.918,3.676,20.42,3.3745680000000005,18.74556
467,218089,21.61018278497431,0.586,3.736,25.95,2.189296,15.206699999999998
467,218089,21.61018278497431,0.916,3.644,31.5,3.3379040000000004,28.854000000000003
476,226576,21.817424229271428,1.023,3.614,28.18,3.6971219999999994,28.828139999999998
479,229441,21.88606862823929,1.182,3.74,32.62,4.42068,38.556839999999994
486,236196,22.045407685048602,1.002,3.705,29.06,3.71241,29.118119999999998
510,260100,22.58317958127243,1.009,3.669,24.71,3.702021,24.932389999999998
514,264196,22.67156809750927,0.789,3.733,35.3,2.9453370000000003,27.851699999999997
521,271441,22.825424421026653,0.981,3.689,30.57,3.618909,29.98917
525,275625,22.9128784747792,0.787,3.683,28.3,2.898521,22.272100000000002
544,295936,23.323807579381203,0.937,3.681,34.84,3.449097,32.64508000000001
544,295936,23.323807579381203,1.132,3.631,27.33,4.110291999999999,30.937559999999994
545,297025,23.345235059857504,1.266,3.826,34.49,4.843716000000001,43.66434
546,298116,23.366642891095847,0.946,3.706,31.09,3.5058759999999998,29.41114
549,301401,23.430749027719962,1.196,3.703,27.0,4.428788,32.292
581,337561,24.1039415863879,1.047,3.728,28.86,3.903216,30.216419999999996
591,349281,24.310491562286437,0.997,3.72,34.77,3.7088400000000004,34.665690000000005
610,372100,24.698178070456937,0.898,3.704,30.17,3.3261920000000003,27.092660000000002
621,385641,24.919871588754223,1.087,3.752,31.11,4.078424,33.81657
624,389376,24.979991993593593,0.961,3.735,25.38,3.5893349999999997,24.390179999999997
626,391876,25.019992006393608,0.946,3.744,32.91,3.541824,31.132859999999994
627,393129,25.03996805109783,1.196,3.553,34.92,4.249388,41.76432
635,403225,25.199206336708304,1.017,3.671,29.18,3.7334069999999993,29.676059999999996
637,405769,25.238858928247925,1.398,3.78,30.0,5.284439999999999,41.94
640,409600,25.298221281347036,0.952,3.795,31.14,3.61284,29.64528
643,413449,25.357444666211933,0.995,3.646,34.17,3.62777,33.99915
662,438244,25.729360660537214,1.08,3.7,25.49,3.9960000000000004,27.5292
667,444889,25.826343140289914,1.285,3.812,32.96,4.89842,42.3536
671,450241,25.903667693977237,0.985,3.761,35.48,3.7045850000000002,34.947799999999994
673,452929,25.942243542145693,1.303,3.785,32.98,4.931855,42.972939999999994
679,461041,26.057628441590765,1.122,3.793,34.05,4.255746,38.204100000000004
682,465124,26.115129714401192,1.269,3.735,35.71,4.7397149999999995,45.31599
682,465124,26.115129714401192,0.983,3.801,25.23,3.736383,24.80109
682,465124,26.115129714401192,0.718,3.698,34.97,2.655164,25.108459999999997
683,466489,26.13426869074396,0.926,3.854,34.91,3.568804,32.32666
691,477481,26.28687885618983,1.315,3.639,31.51,4.785284999999999,41.43565
707,499849,26.589471600616662,0.969,3.808,28.89,3.689952,27.99441
711,505521,26.664583251946766,0.827,3.87,29.35,3.20049,24.27245
713,508369,26.70205984563738,0.632,3.669,30.82,2.318808,19.47824
728,529984,26.981475126464083,0.868,3.834,33.32,3.327912,28.92176
730,532900,27.018512172212592,1.139,3.695,34.01,4.2086049999999995,38.73739
731,534361,27.03701166919155,0.853,3.694,34.98,3.150982,29.837939999999996
732,535824,27.055498516937366,1.129,3.646,36.07,4.116334,40.72303
758,574564,27.53179979587241,0.843,3.61,30.95,3.04323,26.09085
762,580644,27.60434748368452,0.79,3.574,29.01,2.82346,22.917900000000003
775,600625,27.83882181415011,0.618,3.706,28.21,2.290308,17.43378
785,616225,28.0178514522438,1.069,3.755,32.72,4.014094999999999,34.97768
785,616225,28.0178514522438,1.053,3.673,33.22,3.867669,34.98065999999999
791,625681,28.124722220850465,0.994,3.721,31.02,3.698674,30.83388
813,660969,28.513154858766505,1.09,3.592,32.98,3.9152800000000005,35.9482
819,670761,28.61817604250837,1.318,3.762,34.47,4.958316,45.43146
831,690561,28.827070610799147,1.014,3.692,28.76,3.743688,29.162640000000003
833,693889,28.861739379323623,1.055,3.654,34.24,3.85497,36.1232
839,703921,28.965496715920477,1.335,3.65,30.56,4.87275,40.797599999999996
844,712336,29.0516780926679,0.821,3.775,28.39,3.0992749999999996,23.30819
846,715716,29.086079144497972,0.831,3.781,31.08,3.142011,25.827479999999998
862,743044,29.359836511806396,1.334,3.617,36.49,4.825078,48.67766
864,746496,29.393876913398138,0.648,3.849,31.12,2.494152,20.165760000000002
865,748225,29.410882339705484,1.191,3.708,41.1,4.416228,48.950100000000006
870,756900,29.49576240750525,0.965,3.823,34.95,3.689195,33.72675
873,762129,29.546573405388315,0.943,3.877,33.78,3.6560109999999995,31.85454
883,779689,29.715315916207253,0.933,3.716,36.29,3.4670280000000004,33.85857
888,788544,29.79932885150268,1.04,3.652,33.2,3.79808,34.528000000000006
896,802816,29.93325909419153,0.835,3.539,29.87,2.955065,24.94145
900,810000,30.0,0.562,3.607,31.18,2.027134,17.52316
901,811801,30.01666203960727,0.712,3.708,31.09,2.640096,22.13608
903,815409,30.04995840263344,1.354,3.683,38.94,4.986782,52.72476
914,835396,30.23243291566195,1.118,3.761,29.69,4.204798,33.19342
917,840889,30.28200785945344,0.929,3.685,26.86,3.4233650000000004,24.95294
923,851929,30.380915061926625,1.269,3.767,34.6,4.780322999999999,43.907399999999996
936,876096,30.59411708155671,0.962,3.63,30.21,3.49206,29.06202
945,893025,30.740852297878796,0.983,3.778,27.22,3.713774,26.75726
948,898704,30.789608636681304,1.041,3.634,31.44,3.7829939999999995,32.72904
955,912025,30.903074280724887,0.945,3.69,37.48,3.48705,35.4186
956,913936,30.919249667480614,0.857,3.788,39.3,3.2463159999999998,33.680099999999996
957,915849,30.93541659651604,1.031,3.687,34.54,3.8012969999999995,35.61073999999999
960,921600,30.983866769659336,0.969,3.82,39.32,3.70158,38.101079999999996
962,925444,31.016124838541646,1.168,3.63,36.62,4.23984,42.77215999999999
965,931225,31.064449134018133,0.802,3.755,29.39,3.01151,23.570780000000003
977,954529,31.25699921617557,1.421,3.703,30.64,5.261963,43.53944
981,962361,31.32091952673165,0.696,3.725,29.42,2.5926,20.47632
985,970225,31.38470965295043,0.839,3.771,35.73,3.1638689999999996,29.977469999999997
985,970225,31.38470965295043,1.198,3.674,39.17,4.401452,46.92566
989,978121,31.448370387032774,0.843,3.656,31.46,3.082008,26.52078
991,982081,31.480152477394387,1.248,3.624,33.15,4.5227520000000005,41.371199999999995
992,984064,31.496031496047245,1.465,3.804,37.8,5.57286,55.376999999999995
2,4,1.4142135623730951,0.964,3.798,26.56,3.661272,25.603839999999998
5,25,2.23606797749979,1.124,3.63,21.88,4.08012,24.593120000000003
14,196,3.7416573867739413,1.238,3.776,25.87,4.674688,32.02706
17,289,4.123105625617661,0.914,3.788,27.66,3.4622319999999998,25.28124
19,361,4.358898943540674,0.878,3.514,24.31,3.085292,21.344179999999998
19,361,4.358898943540674,1.11,3.642,20.85,4.04262,23.143500000000003
27,729,5.196152422706632,0.946,3.668,26.14,3.469928,24.72844
30,900,5.477225575051661,0.981,3.715,28.4,3.644415,27.8604
31,961,5.5677643628300215,0.745,3.711,22.6,2.7646949999999997,16.837
32,1024,5.656854249492381,1.157,3.694,24.87,4.273958,28.774590000000003
47,2209,6.855654600401044,1.07,3.715,29.29,3.97505,31.3403
67,4489,8.18535277187245,1.113,3.741,29.01,4.163733,32.28813
71,5041,8.426149773176359,0.993,3.702,24.79,3.6760859999999997,24.61647
77,5929,8.774964387392123,1.085,3.713,32.25,4.028605,34.99125
77,5929,8.774964387392123,1.239,3.718,27.66,4.6066020000000005,34.27074
83,6889,9.1104335791443,1.131,3.58,25.64,4.04898,28.99884
84,7056,9.16515138991168,1.322,3.699,23.07,4.890078,30.498540000000002
88,7744,9.38083151964686,0.919,3.687,24.8,3.388353,22.7912
98,9604,9.899494936611665,0.917,3.697,23.52,3.390149,21.56784
108,11664,10.392304845413264,1.283,3.751,27.21,4.812532999999999,34.91043
124,15376,11.135528725660043,0.804,3.71,26.49,2.98284,21.29796
134,17956,11.575836902790225,1.409,3.797,20.3,5.349973,28.602700000000002
134,17956,11.575836902790225,0.857,3.716,23.1,3.184612,19.7967
140,19600,11.832159566199232,1.135,3.775,18.21,4.284625,20.66835
153,23409,12.36931687685298,1.088,3.785,28.35,4.118080000000001,30.844800000000003
154,23716,12.409673645990857,0.81,3.681,27.1,2.9816100000000003,21.951000000000004
164,26896,12.806248474865697,0.794,3.766,24.13,2.9902040000000003,19.15922
175,30625,13.228756555322953,0.815,3.743,26.96,3.0505449999999996,21.9724
177,31329,13.30413469565007,0.666,3.731,23.31,2.484846,15.52446
181,32761,13.45362404707371,1.13,3.664,26.14,4.14032,29.538199999999996
184,33856,13.564659966250536,1.22,3.692,29.16,4.50424,35.5752
201,40401,14.177446878757825,0.861,3.785,32.22,3.2588850000000003,27.741419999999998
205,42025,14.317821063276353,0.666,3.76,24.55,2.50416,16.3503
209,43681,14.45683229480096,0.869,3.71,28.5,3.22399,24.7665
212,44944,14.560219778561036,0.912,3.647,26.17,3.326064,23.867040000000003
212,44944,14.560219778561036,1.504,3.654,24.62,5.495616,37.02848
219,47961,14.798648586948742,0.804,3.772,23.14,3.032688,18.604560000000003
220,48400,14.832396974191326,1.136,3.756,27.35,4.2668159999999995,31.069599999999998
227,51529,15.066519173319364,1.008,3.649,24.65,3.678192,24.847199999999997
232,53824,15.231546211727817,1.366,3.742,27.49,5.111572000000001,37.55134
232,53824,15.231546211727817,1.014,3.703,27.24,3.754842,27.62136
241,58081,15.524174696260024,0.875,3.733,25.75,3.266375,22.53125
245,60025,15.652475842498529,1.409,3.749,25.95,5.282341000000001,36.56355
249,62001,15.7797338380595,1.122,3.819,25.73,4.284918,28.869060000000005
259,67081,16.09347693943108,1.028,3.836,30.16,3.943408,31.00448
262,68644,16.186414056238647,0.951,3.704,23.98,3.522504,22.80498
269,72361,16.401219466856727,1.335,3.693,26.22,4.930155,35.003699999999995
270,72900,16.431676725154983,1.124,3.701,28.27,4.159924,31.77548
279,77841,16.703293088490067,0.998,3.745,30.5,3.73751,30.439
284,80656,16.852299546352718,1.217,3.657,30.26,4.450569000000001,36.826420000000006
285,81225,16.881943016134134,0.929,3.639,30.55,3.380631,28.380950000000002
291,84681,17.05872210923198,1.036,3.621,29.23,3.751356,30.28228
298,88804,17.26267650163207,1.085,3.673,25.48,3.985205,27.6458
302,91204,17.378147196982766,0.695,3.869,24.35,2.688955,16.92325
310,96100,17.60681686165901,0.962,3.602,27.64,3.465124,26.58968
312,97344,17.663521732655695,0.779,3.856,27.14,3.003824,21.14206
320,102400,17.88854381999832,1.106,3.76,25.54,4.1585600000000005,28.24724
321,103041,17.916472867168917,0.784,3.71,27.93,2.90864,21.89712
321,103041,17.916472867168917,1.054,3.733,24.09,3.9345820000000002,25.39086
344,118336,18.547236990991408,0.85,3.674,26.05,3.1229,22.1425
351,123201,18.734993995195193,0.888,3.667,29.11,3.256296,25.84968
359,128881,18.947295321496416,1.172,3.801,30.27,4.454772,35.47644
366,133956,19.131126469708992,0.727,3.621,29.68,2.632467,21.57736
377,142129,19.4164878389476,1.126,3.693,28.62,4.1583179999999995,32.226119999999995
377,142129,19.4164878389476,1.334,3.694,30.31,4.927796,40.43354
386,148996,19.6468827043885,0.942,3.712,28.1,3.496704,26.4702
390,152100,19.748417658131498,1.338,3.659,29.75,4.895742,39.8055
394,155236,19.849433241279208,0.794,3.705,27.42,2.94177,21.771480000000004
402,161604,20.049937655763422,0.971,3.675,30.37,3.5684249999999995,29.48927
405,164025,20.12461179749811,1.246,3.757,30.72,4.681222,38.27712
420,176400,20.493901531919196,1.069,3.585,30.85,3.832365,32.97865
430,184900,20.73644135332772,0.633,3.617,26.06,2.289561,16.49598
438,191844,20.92844953645635,0.964,3.648,33.34,3.516672,32.13976
448,200704,21.166010488516726,1.107,3.696,28.29,4.091472,31.31703
462,213444,21.494185260204677,1.026,3.664,26.3,3.7592640000000004,26.983800000000002
466,217156,21.587033144922902,0.862,3.843,28.3,3.312666,24.3946
469,219961,21.656407827707714,0.68,3.727,34.33,2.53436,23.3444
471,221841,21.702534414210707,1.174,3.639,28.36,4.272186,33.294639999999994
474,224676,21.77154105707724,1.268,3.743,31.57,4.746124,40.03076
476,226576,21.817424229271428,0.901,3.793,31.19,3.4174930000000003,28.10219
506,256036,22.494443758403985,0.918,3.876,28.18,3.558168,25.86924
518,268324,22.759613353482084,1.21,3.734,32.86,4.51814,39.7606
522,272484,22.847319317591726,1.252,3.713,28.96,4.648676,36.25792
524,274576,22.891046284519195,1.122,3.629,27.76,4.071738000000001,31.146720000000006
526,276676,22.93468988235943,0.91,3.703,37.74,3.36973,34.3434
528,278784,22.978250586152114,1.027,3.547,38.13,3.642769,39.15951
533,284089,23.08679276123039,1.251,3.771,29.02,4.717521,36.304019999999994
537,288369,23.173260452512935,0.844,3.683,31.09,3.1084519999999998,26.23996
540,291600,23.2379000772445,1.077,3.744,31.43,4.032288,33.85011
546,298116,23.366642891095847,1.218,3.761,36.22,4.580898,44.115959999999994
556,309136,23.57965224510319,0.829,3.717,33.19,3.081393,27.514509999999998
558,311364,23.62202362203543,1.114,3.674,31.59,4.092836,35.19126
558,311364,23.62202362203543,0.616,3.701,28.56,2.279816,17.592959999999998
566,320356,23.790754506740637,0.966,3.739,31.51,3.611874,30.438660000000002
573,328329,23.93741840717165,0.883,3.804,28.4,3.358932,25.077199999999998
580,336400,24.08318915758459,1.033,3.671,32.55,3.7921429999999994,33.62414999999999
580,336400,24.08318915758459,0.81,3.757,31.62,3.0431700000000004,25.6122
589,346921,24.269322199023193,0.985,3.766,29.65,3.70951,29.20525
593,351649,24.351591323771842,0.88,3.744,33.29,3.2947200000000003,29.295199999999998
594,352836,24.372115213907882,0.621,3.706,32.54,2.3014259999999997,20.20734
599,358801,24.474476501040833,0.853,3.776,36.71,3.220928,31.31363
602,362404,24.535688292770594,1.07,3.587,27.5,3.8380900000000002,29.425
618,381924,24.859605789312106,1.04,3.707,34.66,3.85528,36.0464
619,383161,24.879710609249457,0.948,3.779,36.38,3.582492,34.48824
630,396900,25.099800796022265,0.981,3.874,26.07,3.800394,25.57467
