Cell_ID,Cycle,Discharge_Capacity_mAh,Current_A,Voltage_V,Temperature_C
cell_010,660,758.726488005071,0.894,3.633,34.15
cell_010,664,712.7701100884905,1.047,3.666,33.52
cell_010,679,741.0272298841571,0.906,3.695,28.28
cell_010,697,739.217857430522,1.387,3.688,33.28
cell_010,699,698.0860739120712,0.879,3.514,33.12
cell_010,703,644.3435570899625,0.806,3.734,32.95
cell_010,704,682.4391801959187,0.925,3.668,31.95
cell_010,707,624.0482027134913,0.868,3.856,30.3
cell_010,707,688.5351431045598,1.185,3.721,31.68
cell_010,719,601.4280451393565,1.168,3.761,34.06
cell_010,725,699.5112134448663,0.8,3.712,34.24
cell_010,732,629.9643301576896,1.107,3.753,32.74
cell_010,737,609.6382087810151,1.231,3.645,36.41
cell_010,738,672.2142000396657,1.319,3.711,35.91
cell_010,744,610.9374071896332,0.876,3.645,29.83
cell_010,744,633.5533523524708,0.865,3.618,29.79
cell_010,754,622.7131607448798,1.014,3.638,36.84
cell_010,755,586.9951349746411,1.042,3.787,32.22
cell_010,767,547.0557435577963,0.762,3.868,34.06
cell_010,768,593.3461635277956,1.002,3.687,27.25
cell_010,773,589.9769487536354,1.012,3.745,32.06
cell_010,779,559.2098004155021,0.798,3.542,33.53
cell_010,784,491.02151851441846,0.722,3.606,36.5
cell_010,788,543.589263974867,1.053,3.825,31.24
cell_010,790,520.4970996597144,1.217,3.605,36.16
cell_010,797,525.6325077326261,1.026,3.69,33.79
cell_010,801,527.0633325202232,1.139,3.665,36.23
cell_010,802,542.1822567604171,1.466,3.748,28.95
cell_010,805,533.5726902350109,0.903,3.542,34.64
cell_010,818,475.86310468948346,1.348,3.733,34.79
cell_010,819,515.3244787531023,1.052,3.866,37.06
cell_010,824,459.9726418254232,0.943,3.577,41.22
cell_010,830,499.9768810315759,1.027,3.746,29.61
cell_010,844,505.01570328053043,0.905,3.62,34.83
cell_010,848,492.68926725027177,0.911,3.85,31.3
cell_010,848,481.5246500313218,0.914,3.707,31.25
cell_010,856,461.64047814150865,1.182,3.676,31.99
cell_010,858,496.0804208715608,1.15,3.625,33.66
cell_010,858,395.84938457702015,1.162,3.721,38.09
cell_010,865,441.3764140555056,0.754,3.771,32.84
cell_010,873,365.06456505426803,1.202,3.72,36.1
cell_010,876,437.00422569840805,1.116,3.766,36.64
cell_010,879,466.0880873077754,1.109,3.667,32.74
cell_010,881,372.8652448774301,1.046,3.81,36.1
cell_010,885,412.5497272381354,0.76,3.643,35.26
cell_010,888,346.4969626231068,1.163,3.695,35.68
cell_010,905,329.60872774221724,0.741,3.686,36.19
cell_010,910,369.18490315923054,0.817,3.607,31.27
cell_010,921,281.73114675523493,0.858,3.631,33.71
cell_010,923,303.90516260627624,0.732,3.784,33.14
cell_010,928,306.060923387791,0.952,3.695,35.72
cell_010,928,396.7572871052573,0.885,3.819,29.89
cell_010,936,300.3452502547199,0.876,3.785,35.61
cell_010,938,288.3024198595655,0.833,3.658,31.37
cell_010,943,292.8482270959318,1.384,3.77,32.47
cell_010,943,230.636636992026,1.067,3.679,33.53
cell_010,945,279.2870454474506,0.878,3.627,26.27
cell_010,946,320.5483980727332,0.993,3.844,33.85
cell_010,950,268.5563510231254,1.219,3.667,38.82
cell_010,954,246.2791240899021,0.903,3.696,30.98
cell_010,954,289.2322812541212,0.747,3.774,30.64
cell_010,976,219.62274767323964,0.926,3.687,28.98
cell_010,991,234.6694788887375,1.278,3.618,35.63
cell_010,996,192.2294098891481,1.048,3.739,35.33
cell_010,997,170.57230738537913,0.733,3.622,36.3
cell_010,997,174.4760993694925,1.016,3.686,38.04
cell_010,997,219.47082377884163,0.943,3.673,39.15
cell_011,10,1848.9963758480528,0.954,3.654,25.34
cell_011,21,1808.6341467542914,1.21,3.512,25.29
cell_011,27,1752.7319683022838,1.251,3.597,26.64
cell_011,28,1791.5033148178698,1.222,3.677,18.52
cell_011,29,1767.2753122197,1.107,3.783,24.07
cell_011,46,1693.8620127742831,0.945,3.671,26.54
cell_011,49,1783.1813347874765,1.15,3.696,21.07
cell_011,53,1711.4067634114451,0.956,3.744,26.42
cell_011,54,1717.6824525125458,0.853,3.745,23.24
cell_011,56,1729.3688539737077,0.769,3.615,20.51
cell_011,64,1661.212654168769,1.38,3.657,29.64
cell_011,68,1689.115100124408,1.204,3.866,26.29
cell_011,96,1668.6751173729938,0.688,3.779,25.21
cell_011,98,1655.1665927484114,1.111,3.676,27.92
cell_011,104,1625.7728350945843,1.107,3.604,25.08
cell_011,108,1572.077741453317,1.22,3.537,32.6
cell_011,109,1651.9756737742061,0.841,3.678,27.35
cell_011,120,1679.355981155371,1.247,3.713,26.21
cell_011,122,1644.6749432571976,1.154,3.7,20.41
cell_011,123,1622.7057086418195,1.045,3.614,21.98
cell_011,133,1578.3324714123905,0.919,3.651,31.13
cell_011,134,1597.5163401443008,1.108,3.734,30.57
cell_011,139,1584.8496498332622,0.864,3.651,25.82
cell_011,143,1637.2593719356814,1.065,3.753,23.83
cell_011,143,1573.7057757579535,0.618,3.682,22.36
cell_011,143,1620.7792936413068,0.503,3.784,27.57
cell_011,147,1595.2271137239452,1.4,3.713,28.55
cell_011,160,1570.1590127478964,1.426,3.72,24.48
cell_011,162,1483.17723902759,0.981,3.746,27.48
cell_011,172,1557.8431941556305,1.272,3.716,29.18
cell_011,178,1516.038215337585,0.94,3.87,23.72
cell_011,184,1547.4671688181948,0.818,3.812,22.63
cell_011,191,1496.5521897395092,1.129,3.59,26.38
cell_011,208,1469.1603080461996,0.979,3.691,29.57
cell_011,211,1505.7308703890692,1.08,3.735,26.99
cell_011,214,1419.7366091312758,0.94,3.737,26.14
cell_011,226,1416.6810637475612,0.921,3.744,26.81
cell_011,227,1463.3009744144222,0.797,3.75,32.18
cell_011,232,1473.2709457306673,1.236,3.847,28.66
cell_011,233,1460.9065743418366,1.036,3.64,27.64
cell_011,235,1450.754242197876,1.138,3.723,24.55
cell_011,246,1455.602734322623,1.102,3.694,30.43
cell_011,257,1467.3000280627632,1.163,3.693,28.36
cell_011,262,1391.5222006966178,1.495,3.766,26.89
cell_011,273,1331.677668643359,1.233,3.706,22.05
cell_011,277,1364.7138922679144,1.14,3.667,29.27
cell_011,280,1389.9956673368686,1.159,3.724,30.07
cell_011,288,1405.176439064988,0.899,3.615,32.32
cell_011,290,1359.4802823726077,1.096,3.835,24.29
cell_011,324,1294.4060561542801,0.997,3.663,28.39
cell_011,327,1302.7810189225052,0.789,3.716,22.69
cell_011,329,1307.7692326245042,0.842,3.819,27.49
cell_011,334,1229.8352643179164,0.903,3.674,33.0
cell_011,335,1260.0872691989512,0.938,3.679,31.21
cell_011,343,1257.9693671635023,1.172,3.833,34.61
cell_011,344,1202.2054469570103,1.156,3.541,33.56
cell_011,351,1218.499347910156,1.107,3.608,26.48
cell_011,357,1183.3746640076806,1.061,3.745,29.1
cell_011,361,1174.0619320289093,0.933,3.559,29.27
cell_011,374,1183.8684701725983,1.087,3.648,21.91
cell_011,382,1185.9102952850346,1.008,3.682,30.74
cell_011,386,1135.4289957923197,0.91,3.62,30.66
cell_011,387,1093.6788118118222,1.324,3.602,28.01
cell_011,392,1176.7757815283571,0.71,3.749,32.09
cell_011,392,1134.2069390819063,0.899,3.772,25.74
cell_011,424,1089.992045810457,0.99,3.555,31.98
cell_011,424,1142.7605225844177,1.304,3.709,26.93
cell_011,449,1070.3359020010635,1.012,3.576,27.35
cell_011,450,1106.9473593494447,1.014,3.522,30.92
cell_011,451,1103.5271917832633,1.203,3.853,30.13
cell_011,451,1016.3028646561975,0.861,3.764,25.72
cell_011,463,1088.900693363147,0.753,3.619,30.26
cell_011,463,1065.375198250911,0.756,3.674,31.87
cell_011,468,1025.4105608910472,1.135,3.802,28.46
cell_011,475,1012.751724777974,0.892,3.799,33.92
cell_011,481,1053.3409562713632,1.326,3.633,37.46
cell_011,485,1020.1731469609898,0.986,3.872,29.6
cell_011,486,980.8568181843151,0.844,3.634,30.06
cell_011,488,963.3739048528575,1.446,3.775,30.37
cell_011,499,1013.8996818000331,1.186,3.633,29.06
cell_011,510,974.6894500424221,0.749,3.715,31.11
cell_011,510,986.6632509038509,0.942,3.638,29.07
cell_011,512,970.2347417754295,0.826,3.841,30.77
cell_011,521,960.3563429969877,0.975,3.837,23.96
cell_011,529,975.1366091000167,0.961,3.717,34.16
cell_011,545,916.7011318024176,0.965,3.657,31.87
cell_011,547,927.1138001637208,0.865,3.783,28.47
cell_011,557,869.0961836125455,0.978,3.693,29.46
cell_011,557,862.1662386975387,1.072,3.733,30.81
cell_011,561,859.4285199187761,1.056,3.624,30.08
cell_011,563,896.2308292948967,1.135,3.738,31.76
cell_011,567,834.1809091830452,1.161,3.605,31.98
cell_011,568,889.0931283947707,1.068,3.647,31.96
cell_011,572,790.3790333239225,1.157,3.742,32.38
cell_011,583,832.7767729224754,1.057,3.662,31.43
cell_011,596,849.4372243633649,0.546,3.768,36.89
cell_011,598,811.1177362318988,1.164,3.672,29.92
cell_011,600,766.7445429531253,1.199,3.765,35.42
cell_011,628,793.6653300130785,1.13,3.674,35.66
cell_011,629,776.6046273556943,0.671,3.827,33.28
cell_011,636,702.0178736901427,1.018,3.658,32.88
cell_011,636,727.3561614457686,0.874,3.703,29.73
cell_011,639,810.7914821313142,0.954,3.481,31.89
cell_011,640,672.6564389198045,1.096,3.67,31.53
cell_011,643,736.4639115294002,1.056,3.765,34.58
cell_011,646,726.189064273127,1.064,3.609,32.43
cell_011,650,731.8099382687914,0.877,3.732,34.31
cell_011,656,744.9644978706515,0.962,3.782,29.39
cell_011,658,708.60914389551,1.017,3.679,35.13
cell_011,664,725.5585733021105,1.151,3.715,27.11
cell_011,666,618.0902044924109,0.972,3.794,31.38
cell_011,668,669.5834012518972,1.281,3.801,34.69
cell_011,672,625.8682578470563,1.046,3.67,31.95
cell_011,689,709.8815735997499,0.523,3.664,32.21
cell_011,692,670.8945924659994,0.857,3.648,30.55
cell_011,697,628.2063711281002,0.923,3.764,26.92
cell_011,715,657.533476616001,1.068,3.808,34.04
cell_011,722,630.2238502449947,0.753,3.672,31.4
cell_011,728,545.5503808599705,0.811,3.72,30.68
cell_011,728,553.7154326451684,1.03,3.707,34.48
cell_011,736,510.8357366322887,1.096,3.789,29.09
cell_011,754,517.8329337287204,0.706,3.779,32.58
cell_011,757,507.79206859350074,1.367,3.729,34.82
cell_011,758,539.8594707469898,0.865,3.722,37.01
cell_011,764,522.8216909429623,0.845,3.702,34.13
cell_011,764,524.9770843167004,1.09,3.633,34.1
cell_011,768,485.37353079651274,0.691,3.764,27.74
cell_011,770,490.09926541919987,1.332,3.779,35.07
cell_011,772,481.3217507058315,0.885,3.641,30.61
cell_011,777,466.7694369601969,0.928,3.668,29.75
cell_011,779,454.6071284374424,0.98,3.593,31.86
cell_011,784,427.4026881426422,1.264,3.706,31.61
cell_011,787,510.35370676308696,1.116,3.69,31.45
cell_011,788,480.03845361877984,1.28,3.745,33.64
cell_011,790,435.88175973488796,1.204,3.768,35.08
cell_011,792,440.15789490103805,0.894,3.626,29.25
cell_011,799,466.79371655224196,1.202,3.654,34.01
cell_011,802,442.6009989740436,1.035,3.602,30.18
cell_011,815,410.8287424973226,1.084,3.744,42.09
cell_011,824,430.64178405103644,1.527,3.636,36.11
cell_011,825,418.0956002620724,1.115,3.849,30.02
cell_011,826,383.561860384086,0.805,3.615,32.49
cell_011,828,455.27209171342224,1.283,3.827,33.82
cell_011,831,462.0870284698426,1.001,3.745,32.72
cell_011,834,353.45977109794035,1.077,3.727,33.13
cell_011,851,380.4086119451394,0.728,3.802,36.15
cell_011,862,340.9544311542347,1.04,3.692,37.6
cell_011,864,402.51950887117454,0.992,3.8,30.47
cell_011,869,356.20825163737436,1.21,3.837,34.07
cell_011,887,349.45221757208515,0.762,3.726,32.98
cell_011,890,340.6343162313088,0.554,3.794,32.17
cell_011,904,282.7325563923444,0.992,3.73,35.55
cell_011,911,186.17728550158637,0.841,3.746,33.5
cell_011,923,208.1682119029971,0.903,3.7,34.11
cell_011,926,242.51795755706763,0.815,3.788,36.34
cell_011,932,225.52832934664002,0.966,3.802,34.82
cell_011,933,200.55886214521632,0.992,3.633,38.6
cell_011,944,188.83241377115866,1.227,3.818,32.91
cell_011,946,181.570132801445,1.103,3.736,38.12
cell_011,948,192.9517156872353,1.042,3.73,33.38
cell_011,965,151.82192531266915,0.866,3.688,33.69
cell_011,974,146.04537432247787,1.186,3.821,35.03
cell_011,982,159.37034899919453,1.033,3.755,34.27
cell_011,983,127.52750191022605,1.36,3.661,34.9
cell_011,987,150.90772775358354,0.834,3.674,31.61
cell_011,993,115.00837965595035,1.004,3.583,34.72
cell_011,993,111.12362539978616,0.934,3.727,33.62
cell_011,996,118.1907370021524,1.18,3.857,38.34
cell_012,8,1868.2402103256497,0.948,3.676,27.06
cell_012,9,1839.6725674587035,1.045,3.813,25.02
cell_012,11,1804.3109278994732,0.986,3.803,23.02
cell_012,12,1824.497742021621,0.883,3.859,27.2
cell_012,13,1803.866353261585,1.033,3.738,18.27
cell_012,52,1814.658379868276,1.063,3.791,22.57
cell_012,53,1772.7508083131809,0.801,3.664,29.83
cell_012,55,1778.095640019259,0.833,3.754,25.6
cell_012,58,1724.1302211407988,0.556,3.714,25.64
cell_012,63,1739.1846961193783,0.788,3.751,30.99
cell_012,72,1705.6351799547892,0.826,3.669,21.26
cell_012,75,1702.6994432482572,1.331,3.756,28.18
cell_012,76,1713.796017169214,0.794,3.755,25.93
cell_012,83,1681.76825428931,1.29,3.734,27.02
cell_012,87,1687.6033228836639,1.026,3.532,27.83
cell_012,88,1720.5520468940829,1.135,3.645,23.25
cell_012,94,1632.1541314260123,1.033,3.699,24.71
cell_012,114,1672.4488764962666,0.975,3.751,24.99
cell_012,122,1653.9715262365498,1.087,3.631,23.34
cell_012,126,1581.0806464582627,0.913,3.754,25.85
cell_012,128,1579.7823686269837,0.807,3.648,26.41
cell_012,128,1613.981758433507,0.647,3.732,30.84
cell_012,137,1596.6743898949696,1.104,3.751,32.9
cell_012,146,1588.1021454302152,1.111,3.716,23.62
cell_012,151,1603.8734603285484,1.171,3.753,28.86
cell_012,154,1605.797852843606,0.858,3.736,28.86
cell_012,155,1580.7259730684702,1.148,3.673,23.66
cell_012,163,1566.1903397933684,1.197,3.582,19.44
cell_012,174,1547.2636087477229,1.275,3.689,29.6
cell_012,174,1528.1688811093513,0.97,3.794,22.74
cell_012,181,1514.8982594549007,0.971,3.608,26.01
cell_012,190,1491.347590476589,1.34,3.761,22.83
cell_012,191,1445.05096837558,0.823,3.814,24.75
cell_012,193,1474.1594593407817,1.025,3.688,27.79
cell_012,203,1446.4529738948136,0.766,3.794,31.56
cell_012,209,1448.9975995915074,0.552,3.716,24.76
cell_012,209,1466.5535011213804,1.197,3.665,29.77
cell_012,226,1457.701014056347,1.051,3.654,27.11
cell_012,227,1419.8085184504425,1.074,3.638,26.23
cell_012,233,1489.6435384662452,1.138,3.73,32.13
cell_012,239,1422.9957415733768,0.664,3.875,28.96
cell_012,242,1363.551734718783,0.829,3.668,25.19
cell_012,248,1414.1530341878415,0.704,3.658,27.25
cell_012,249,1417.3975237109573,1.062,3.824,21.44
cell_012,252,1400.631295513503,1.025,3.638,27.13
cell_012,253,1338.398123774819,0.685,3.657,29.35
cell_012,258,1389.9498995791803,1.027,3.61,23.85
cell_012,260,1386.8211042579057,0.885,3.716,27.01
cell_012,261,1373.926902648622,1.034,3.67,30.06
cell_012,263,1361.3260668833627,1.232,3.712,32.43
cell_012,264,1337.6788776887045,1.193,3.745,21.68
cell_012,265,1354.1583732410875,1.369,3.788,25.92
cell_012,276,1391.152041200168,1.254,3.662,26.98
cell_012,281,1347.7714291625566,1.057,3.638,24.0
cell_012,282,1364.664557326692,1.325,3.728,27.05
cell_012,287,1361.1783542491423,0.862,3.835,27.24
cell_012,309,1296.7778434423305,1.147,3.624,26.59
cell_012,314,1200.8779276742816,1.19,3.765,23.57
cell_012,337,1199.8708000049833,0.96,3.681,29.43
cell_012,357,1216.3893451093584,0.962,3.719,31.27
cell_012,394,1133.8043889484547,1.093,3.674,30.09
cell_012,394,1120.9699537515621,1.298,3.641,30.18
cell_012,425,1082.4348736438035,0.699,3.641,26.72
cell_012,426,1061.4654994600496,0.979,3.72,30.57
cell_012,426,1042.1550209479194,1.082,3.623,26.25
cell_012,427,1061.714019725875,1.015,3.559,28.05
cell_012,431,1060.4782998374499,1.223,3.703,36.69
cell_012,435,1078.5608935422906,0.754,3.8,32.27
cell_012,445,1068.2301809508385,0.892,3.712,27.61
cell_012,453,1033.7519896780977,1.156,3.601,25.57
cell_012,466,1053.8950172243694,1.011,3.521,35.02
cell_012,466,1028.8906617520151,1.146,3.664,32.06
cell_012,476,1015.3438495405827,1.022,3.699,26.55
cell_012,476,1007.8254174428074,0.628,3.819,32.04
cell_012,487,980.4302601381391,0.92,3.715,30.51
cell_012,503,896.2078067078077,0.912,3.548,26.28
cell_012,505,920.3028313194126,1.466,3.714,29.95
cell_012,505,938.2894020009918,1.283,3.723,34.35
cell_012,519,925.0188910125095,0.954,3.637,32.78
cell_012,525,934.1926557434175,1.237,3.781,33.98
cell_012,527,882.2048788866025,0.858,3.634,33.75
cell_012,528,944.8748721068697,1.157,3.782,30.67
cell_012,540,861.1461656959681,1.099,3.84,33.61
cell_012,551,840.8024594620675,0.989,3.758,28.41
cell_012,552,839.3252236082909,0.798,3.813,33.04
cell_012,566,782.8786708329906,0.805,3.7,28.73
cell_012,571,781.3352502454302,1.404,3.644,31.68
cell_012,571,791.3846155874082,0.89,3.673,30.41
cell_012,573,854.4617599186594,0.829,3.574,32.09
cell_012,586,796.7725113875956,0.992,3.754,31.1
cell_012,589,775.1333923576922,0.643,3.793,25.04
cell_012,591,821.4173004683207,1.322,3.749,30.38
cell_012,594,746.2768295090199,1.13,3.604,30.45
cell_012,599,730.7012034323692,0.818,3.627,33.52
cell_012,606,752.8140986720996,0.948,3.721,30.89
cell_012,626,628.1323774744251,0.908,3.699,29.24
cell_012,633,695.8108820555254,1.297,3.519,30.74
cell_012,641,658.3777000221717,1.06,3.656,37.4
cell_012,650,651.21121432835,0.877,3.528,29.2
cell_012,662,651.7656927334771,0.892,3.577,31.96
cell_012,685,626.7052581493034,0.792,3.83,33.24
cell_012,687,602.4305118081837,1.133,3.762,32.6
cell_012,687,585.9979174635631,0.955,3.547,37.85
cell_012,702,611.5754724950843,0.674,3.678,38.64
cell_012,714,567.0311103033898,0.769,3.743,27.93
cell_012,718,559.9035476917014,1.234,3.672,33.11
cell_012,720,588.9188493934699,1.088,3.701,31.0
cell_012,726,539.8575893339223,0.866,3.813,35.26
cell_012,733,491.198300796299,1.111,3.525,32.57
cell_012,750,455.40408113788385,1.255,3.761,34.4
cell_012,751,460.4946982280849,0.983,3.708,33.61
cell_012,760,466.9978432501971,1.465,3.696,31.73
cell_012,761,516.5248306502747,1.194,3.725,28.48
cell_012,762,478.1246477030205,1.059,3.648,34.4
cell_012,772,455.48006582891685,0.963,3.712,33.16
cell_012,789,397.75706973483324,1.128,3.688,33.57
cell_012,803,394.6135975809025,0.989,3.588,30.91
cell_012,818,340.0085404830857,0.244,3.577,36.0
cell_012,820,351.86512089414873,1.212,3.733,34.28
cell_012,822,329.86983563954254,0.717,3.71,29.61
cell_012,825,299.4353479362756,1.036,3.712,32.35
cell_012,833,326.55501401973527,0.537,3.834,34.66
cell_012,835,345.8581586566875,1.19,3.71,32.93
cell_012,838,367.94260591519065,1.332,3.669,36.14
cell_012,840,332.0946699056201,1.131,3.653,31.72
cell_012,843,312.85545845935536,0.831,3.821,34.06
cell_012,888,228.6805276158213,0.943,3.67,33.93
cell_012,889,187.79118823511607,1.128,3.753,39.12
cell_012,898,187.83853762513644,0.954,3.801,31.9
cell_012,912,175.22852979282197,0.813,3.596,33.8
cell_012,913,129.19985011565583,1.33,3.746,32.52
cell_012,920,137.84841481613853,0.878,3.588,29.43
cell_012,926,107.55636165047709,1.188,3.741,39.04
cell_012,931,136.61209370284513,1.09,3.774,35.17
cell_012,943,162.29719557316486,0.592,3.708,37.17
cell_012,943,129.0052728330136,0.564,3.717,38.83
cell_012,945,110.22193895145351,1.254,3.664,32.01
cell_012,952,100.0,1.132,3.586,36.23
cell_012,955,100.0,0.846,3.77,33.83
cell_012,958,103.94530820633543,0.861,3.785,32.4
cell_012,966,100.0,1.224,3.697,34.91
cell_012,985,100.0,1.282,3.693,31.7
cell_012,987,100.0,0.848,3.692,35.21
cell_013,15,1762.8625066102134,0.858,3.705,25.02
cell_013,17,1845.595811897645,0.687,3.8,29.16
cell_013,20,1839.6677134797885,0.888,3.704,23.21
cell_013,21,1824.9020358862897,0.976,3.676,24.77
cell_013,25,1804.4767281749057,1.012,3.828,19.83
cell_013,26,1805.6479649029534,1.035,3.611,23.31
cell_013,27,1806.020885198403,0.863,3.718,22.76
cell_013,41,1789.916514400895,1.361,3.746,28.9
cell_013,45,1793.014287871853,0.664,3.756,26.63
cell_013,70,1719.9403371311764,1.206,3.78,26.61
cell_013,78,1625.9016913424841,0.965,3.653,21.37
cell_013,84,1630.3110222890741,0.995,3.589,23.64
cell_013,84,1718.8964839062687,0.888,3.801,24.42
cell_013,95,1691.4771229577398,1.12,3.841,23.79
cell_013,97,1712.9012155596022,1.098,3.765,30.97
cell_013,110,1603.594978024531,0.992,3.653,25.91
cell_013,114,1680.4652143389796,1.254,3.663,28.86
cell_013,118,1610.0794479263163,0.96,3.807,22.83
cell_013,136,1605.388834642558,1.092,3.713,28.41
cell_013,149,1621.8251622457185,0.969,3.699,25.46
cell_013,167,1558.0314440086267,0.798,3.615,22.72
cell_013,169,1520.6223578582576,0.846,3.761,30.07
cell_013,170,1531.2728925747422,1.057,3.734,30.96
cell_013,171,1541.831747809787,0.936,3.634,24.72
cell_013,174,1490.5751133763965,0.916,3.626,24.35
cell_013,182,1502.7636542297219,1.072,3.776,23.53
cell_013,183,1536.6657560860328,0.823,3.73,25.36
cell_013,188,1563.0390534864864,0.968,3.724,22.33
cell_013,194,1520.6701808878065,1.308,3.656,26.18
cell_013,197,1494.7672893076476,1.025,3.76,25.23
cell_013,204,1506.087997135593,0.834,3.642,24.9
cell_013,206,1459.0518755085143,1.043,3.753,25.81
cell_013,212,1450.620920801433,1.227,3.692,28.31
cell_013,213,1492.0598944443161,1.104,3.743,30.17
cell_013,218,1430.942582297902,1.258,3.682,28.4
cell_013,220,1458.9275470690477,0.723,3.639,27.36
cell_013,220,1374.2186728214356,0.99,3.638,24.54
cell_013,224,1399.5877392680563,0.819,3.512,32.26
cell_013,226,1459.2627991065992,1.324,3.574,27.48
cell_013,228,1435.4243844919017,0.944,3.67,24.81
cell_013,248,1369.2933509364414,0.984,3.715,28.54
cell_013,252,1374.006003976942,1.083,3.644,22.65
cell_013,257,1367.4164624442913,1.207,3.722,28.34
cell_013,270,1293.2201952312669,0.764,3.68,29.53
cell_013,272,1335.6760552647465,1.117,3.754,24.31
cell_013,273,1294.6075006415501,0.826,3.719,27.11
cell_013,275,1321.0333259680388,1.064,3.491,29.82
cell_013,277,1334.0525742023462,1.099,3.634,26.73
cell_013,279,1310.935552632007,1.052,3.701,30.58
cell_013,298,1247.482068407639,1.376,3.718,29.96
cell_013,299,1276.6957431803396,1.175,3.669,28.72
cell_013,303,1265.6854519264261,0.585,3.665,30.35
cell_013,304,1318.5693163779133,1.07,3.647,30.44
cell_013,308,1278.934078161007,1.14,3.801,30.61
cell_013,310,1258.861886444883,0.965,3.741,29.49
cell_013,318,1275.0103336257278,1.113,3.659,25.05
cell_013,321,1259.1473943462436,1.023,3.646,28.93
cell_013,323,1250.8143966658915,0.884,3.735,36.29
cell_013,337,1218.2926119476474,1.062,3.743,28.35
cell_013,338,1212.4682607759112,0.759,3.795,28.05
cell_013,339,1240.9100314049676,0.657,3.658,25.66
cell_013,361,1223.651209648288,1.146,3.597,32.83
cell_013,376,1093.3311022505973,0.633,3.886,31.24
cell_013,380,1114.3945699615838,1.523,3.646,27.97
cell_013,384,1105.5772857720026,1.158,3.627,32.39
cell_013,384,1124.0678460387312,0.851,3.677,31.96
cell_013,390,1083.0538587943176,1.294,3.637,28.27
cell_013,394,1051.304724879183,0.996,3.675,28.67
cell_013,399,1100.9139219906347,1.048,3.685,31.49
cell_013,402,1082.8660105444903,1.194,3.733,27.36
cell_013,407,1115.5096176794607,0.798,3.642,26.53
cell_013,409,1058.994738067666,1.292,3.859,28.3
cell_013,409,1065.490050776998,0.92,3.717,28.45
cell_013,417,1067.1710183220132,0.561,3.66,28.06
cell_013,425,1016.330342725927,0.995,3.636,28.58
cell_013,435,992.8455389834049,1.149,3.756,28.46
cell_013,437,969.1933247199306,1.263,3.745,29.2
cell_013,442,1027.2108411706342,1.273,3.72,32.38
cell_013,455,885.0892049399331,1.119,3.542,27.73
cell_013,468,946.8616951327075,1.312,3.698,20.27
cell_013,477,912.7755351590336,1.126,3.627,30.01
cell_013,487,927.3554816658649,1.068,3.658,31.33
cell_013,492,879.3872176394506,1.046,3.648,33.25
cell_013,507,855.5225450186115,0.9,3.75,38.69
cell_013,509,878.79828887172,0.956,3.715,26.64
cell_013,515,909.3004719424155,0.978,3.81,29.2
cell_013,527,844.4751638938263,1.267,3.655,27.73
cell_013,530,866.1208052566345,0.961,3.667,26.33
cell_013,532,776.1316809759134,1.11,3.749,34.45
cell_013,541,793.8113292861591,0.9,3.689,33.94
cell_013,547,838.434420123485,0.918,3.623,23.73
cell_013,555,864.4107335478001,0.989,3.701,31.55
cell_013,559,767.2815116958632,1.042,3.69,34.24
cell_013,563,758.403304762197,1.389,3.721,33.19
cell_013,564,830.4222915074616,0.842,3.569,27.8
cell_013,565,770.5881607748246,0.922,3.662,31.61
cell_013,570,737.6944983183961,1.053,3.635,34.14
cell_013,572,783.6586071124469,1.035,3.716,38.38
cell_013,600,692.8326783763972,1.223,3.808,29.3
cell_013,608,679.3690421136865,1.208,3.729,28.38
cell_013,618,644.8679459407336,1.228,3.646,29.69
cell_013,619,671.1076344841553,0.646,3.726,30.75
cell_013,622,639.0610161451244,0.994,3.713,31.34
cell_013,623,704.9488961759636,0.918,3.645,32.22
cell_013,633,599.4705958485004,1.122,3.746,31.55
cell_013,637,636.3836357459707,1.135,3.713,29.56
cell_013,641,635.3343810511789,1.424,3.645,29.54
cell_013,654,644.4646477805751,1.154,3.677,33.13
cell_013,658,602.2767548037735,0.747,3.668,36.47
cell_013,661,605.3301332210087,1.062,3.753,33.12
cell_013,669,578.2654496801601,0.687,3.711,28.71
cell_013,672,542.048945783709,1.05,3.824,36.18
cell_013,675,511.6273210200669,0.826,3.701,33.75
cell_013,683,494.85359331685424,1.02,3.821,31.72
cell_013,687,498.2613743406396,1.215,3.77,30.46
cell_013,701,543.6259185911806,0.843,3.651,34.28
cell_013,701,491.72626738391193,0.645,3.654,35.14
cell_013,701,480.0266081605003,0.948,3.755,34.4
cell_013,710,550.3971636502242,0.678,3.841,36.06
cell_013,715,453.4506704443707,0.848,3.636,33.13
cell_013,723,399.72719746623136,0.93,3.659,32.67
cell_013,725,484.06658059387047,1.031,3.733,28.8
cell_013,727,441.29800858137196,1.1,3.669,32.36
cell_013,729,418.5427012368392,0.834,3.712,32.3
cell_013,731,390.7527349205807,1.09,3.729,34.42
cell_013,740,484.4779668606153,1.028,3.807,30.24
cell_013,740,430.87071768236206,1.089,3.641,32.28
cell_013,742,444.7067960634776,0.805,3.717,31.3
cell_013,755,353.96381533935073,0.671,3.669,29.88
cell_013,756,431.2630828148933,0.901,3.666,28.3
cell_013,780,384.3561281624719,0.902,3.718,37.23
cell_013,791,300.27084261840537,0.937,3.752,34.21
cell_013,807,330.3181048445742,0.793,3.795,31.52
